UE category,Duplex,BW,FC,frame,CALC LOAD UL PTP,UL PTMP,DL PTP,DL PTMP,CFI LEVEL,Label
4,TDD,15,2,1400,5.38,5.38,109.21,109.21,2,cc_BW15_FC2_qci1
4,TDD,15,1,1400,12.47,12.47,109.21,109.21,2,cc_BW15_FC1_qci1
4,TDD,10,2,1400,3.89,3.89,53.51,53.51,2,cc_BW10_FC2_qci1
4,TDD,10,1,1400,8.33,8.33,38.83,38.83,2,cc_BW10_FC1_qci1
4,TDD,20,2,1400,7.4,7.4,218.41,218.41,2,ca_BW20_fc2_with_qci1
4,TDD,20,1,1400,19.57,19.57,157.33,157.33,2,ca_BW20_fc1_with_qci1
4,TDD,15,2,1400,5.38,5.38,160.26,160.26,2,ca_BW15_fc2_with_qci1
4,TDD,15,1,1400,12.47,12.47,116.22,116.22,2,ca_BW15_fc1_with_qci1
4,TDD,20,2,1400,7.4,7.4,109.21,109.21,2,cc_BW20_fc2_with_qci1
4,TDD,20,1,1400,7.4,7.4,109.21,109.21,2,cc_BW20_fc1_with_qci1
4,TDD,15,2,1400,5.38,5.38,109.21,109.21,2,cc_BW15_fc2_with_qci1
4,TDD,15,1,1400,12.47,12.47,109.21,109.21,2,cc_BW15_fc1_with_qci1
4,TDD,10,2,1400,3.89,3.89,53.51,53.51,2,cc_BW10_fc2_with_qci1
6,TDD,10,1,1400,8.33,8.33,38.83,38.83,2,cc_BW10_fc1_with_qci1
4,TDD,20,2,1400,4,4,20,20,2,check_traffic
